Industry,Job Title,Business Name,Link,Phone,Email,Website,Street,Suburb,State,Postcode,Full Location,About Us,Products and Services
Hospital Equipment and Furniture Services,Café Manager,Sam's Window Tinting,https://www.yellowpages.com.au/vic/airport-west/sams-window-tinting-1000002747786-listing.html,0402 081 009,,,38 Mcintosh St,Airport West,VIC,3042.0,"38 Mcintosh St, Airport West VIC 3042",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Emi's Window Tinting,https://www.yellowpages.com.au/vic/moorabbin/emis-window-tinting-14872113-listing.html,(03) 8751 5927,,,,Moorabbin,VIC,3189,Moorabbin VIC 3189,No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Tint Factory,https://www.yellowpages.com.au/vic/campbellfield/tint-factory-13080601-listing.html,(03) 9359 4446,,,Unit 1/ 1730 Hume Hwy,Campbellfield,VIC,3061.0,"Unit 1/ 1730 Hume Hwy, Campbellfield VIC 3061",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Southern Cross Window Tinting,https://www.yellowpages.com.au/vic/bundoora/southern-cross-window-tinting-14632622-listing.html,(03) 9467 5808,,,4 Acland Ct,Bundoora,VIC,3083.0,"4 Acland Ct, Bundoora VIC 3083",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Arma,https://www.yellowpages.com.au/vic/laverton-north/arma-12643040-listing.html,(03) 9456 9988,,,182 Doherty Rd,Laverton North,VIC,3026.0,"182 Doherty Rd, Laverton North VIC 3026",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Donvale Home Tinting,https://www.yellowpages.com.au/vic/donvale/donvale-home-tinting-13348710-listing.html,(03) 9870 6667,,,,Donvale,VIC,3111,Donvale VIC 3111,No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Dr Tint,https://www.yellowpages.com.au/vic/cheltenham/dr-tint-15353367-listing.html,0402 305 279,,,28 /519 Nepean Hwy,Cheltenham,VIC,3192.0,"28 /519 Nepean Hwy, Cheltenham VIC 3192",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Best Deal Tinting,https://www.yellowpages.com.au/vic/clayton-south/best-deal-tinting-1000002901574-listing.html,0423 090 305,,,18 James St,Clayton South,VIC,3169.0,"18 James St, Clayton South VIC 3169",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Eco Tint,https://www.yellowpages.com.au/vic/mitcham/eco-tint-12188889-listing.html,(03) 9874 4848,,,,Mitcham,VIC,3132,Mitcham VIC 3132,No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,A1 Tinting Solutions,https://www.yellowpages.com.au/vic/plenty/a1-tinting-solutions-15307019-listing.html,0432 254 911,,,10 Daviesia Dr,Plenty,VIC,3090.0,"10 Daviesia Dr, Plenty VIC 3090",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,All Shadez Window Tinting & Windscreens Pty Ltd,https://www.yellowpages.com.au/vic/mill-park/all-shadez-window-tinting-windscreens-pty-ltd-15039392-listing.html,(03) 9437 9677,,,Unit 7/ 8 Oleander Dr,Mill Park,VIC,3082.0,"Unit 7/ 8 Oleander Dr, Mill Park VIC 3082",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,ARMA Hoppers Crossing,https://www.yellowpages.com.au/vic/hoppers-crossing/arma-hoppers-crossing-14123496-listing.html,(03) 9931 1163,,,Unit 3/ 437 Old Geelong Rd,Hoppers Crossing,VIC,3029.0,"Unit 3/ 437 Old Geelong Rd, Hoppers Crossing VIC 3029",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Car Tint Options,https://www.yellowpages.com.au/vic/mulgrave/car-tint-options-13836976-listing.html,(03) 9590 0845,,,59B Glenvale Cres,Mulgrave,VIC,3170.0,"59B Glenvale Cres, Mulgrave VIC 3170",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,sticky business graphics,https://www.yellowpages.com.au/vic/tarneit/sticky-business-graphics-1000002844883-listing.html,0491 960 736,,,4 Flora Way,Tarneit,VIC,3029.0,"4 Flora Way, Tarneit VIC 3029",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Australian Auto Tint,https://www.yellowpages.com.au/vic/ringwood/australian-auto-tint-12129178-listing.html,(03) 9870 6800,,,Showroom 401 Maroondah Hwy,Ringwood,VIC,3134.0,"Showroom 401 Maroondah Hwy, Ringwood VIC 3134",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,UV Window Coatings,https://www.yellowpages.com.au/vic/rowville/uv-window-coatings-11884063-listing.html,0416 107 374,,,,Rowville,VIC,3178,Rowville VIC 3178,No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Stay Cool Mobile Window Tinting,https://www.yellowpages.com.au/vic/croydon/stay-cool-mobile-window-tinting-13117559-listing.html,0419 585 539,,,,Croydon,VIC,3136,Croydon VIC 3136,No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,All About Window Tinting,https://www.yellowpages.com.au/vic/croydon/all-about-window-tinting-13087510-listing.html,(03) 9724 9111,,,16-18 Windsor Ave,Croydon,VIC,3136.0,"16-18 Windsor Ave, Croydon VIC 3136",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Biztint,https://www.yellowpages.com.au/vic/ferntree-gully/biztint-12325588-listing.html,(03) 9758 3118,,,68 Kevin Ave,Ferntree Gully,VIC,3156.0,"68 Kevin Ave, Ferntree Gully VIC 3156",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,High Performance Films,https://www.yellowpages.com.au/vic/boronia/high-performance-films-12022233-listing.html,(03) 9762 4744,,,Suite 8/ 90 Boronia Rd,Boronia,VIC,3155.0,"Suite 8/ 90 Boronia Rd, Boronia VIC 3155",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,ARMA Protection Services,https://www.yellowpages.com.au/vic/dandenong/arma-protection-services-12698366-listing.html,(03) 9794 7929,,,Lonsdale St,Dandenong,VIC,3175.0,"Lonsdale St, Dandenong VIC 3175",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Professional Window Tint,https://www.yellowpages.com.au/vic/dandenong/professional-window-tint-12292323-listing.html,(03) 9708 5010,,,Fcty 1/ 7 Quinn St,Dandenong,VIC,3175.0,"Fcty 1/ 7 Quinn St, Dandenong VIC 3175",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,A to Z Windscreens,https://www.yellowpages.com.au/vic/mooroolbark/a-to-z-windscreens-13525553-listing.html,(03) 9727 3220,,,,Mooroolbark,VIC,3138,Mooroolbark VIC 3138,No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Sunbury Car Tint,https://www.yellowpages.com.au/vic/sunbury/sunbury-car-tint-13233634-listing.html,(03) 9740 4800,,,2 Sussex Ct,Sunbury,VIC,3429.0,"2 Sussex Ct, Sunbury VIC 3429",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Yarra Valley Tinting,https://www.yellowpages.com.au/vic/lilydale/yarra-valley-tinting-13468929-listing.html,(03) 9739 7433,,,3 Industrial Dr,Lilydale,VIC,3140.0,"3 Industrial Dr, Lilydale VIC 3140",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Melton & Sunbury,https://www.yellowpages.com.au/vic/melton/melton-sunbury-13371858-listing.html,(03) 9746 0088,,,161 High St,Melton,VIC,3337.0,"161 High St, Melton VIC 3337",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Melton Car Tint,https://www.yellowpages.com.au/vic/melton/melton-car-tint-13464102-listing.html,(03) 9746 0088,,,161 High St,Melton,VIC,3337.0,"161 High St, Melton VIC 3337",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Solar shield window tinting,https://www.yellowpages.com.au/vic/hallam/solar-shield-window-tinting-1000001913958-listing.html,0487 038 873,,,,Hallam,VIC,3803,Hallam VIC 3803,No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,UV Window Coatings,https://www.yellowpages.com.au/vic/belgrave-south/uv-window-coatings-15008265-listing.html,(03) 9754 1965,,,70 Lockwood Rd,Belgrave South,VIC,3160.0,"70 Lockwood Rd, Belgrave South VIC 3160",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Elite Windows,https://www.yellowpages.com.au/vic/seaford/elite-windows-1000001746064-listing.html,(03) 9782 4884,,,9 Peninsula Blv,Seaford,VIC,3198.0,"9 Peninsula Blv, Seaford VIC 3198",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Climate Control Window Tinting,https://www.yellowpages.com.au/vic/narre-warren-north/climate-control-window-tinting-13517530-listing.html,0418 350 190,,,15 John Joseph Ct,Narre Warren North,VIC,3804.0,"15 John Joseph Ct, Narre Warren North VIC 3804",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,ARMA Frankston,https://www.yellowpages.com.au/vic/frankston/arma-frankston-14123498-listing.html,(03) 9783 4818,,,26 New St,Frankston,VIC,3199.0,"26 New St, Frankston VIC 3199",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Benny's Window Tinting,https://www.yellowpages.com.au/vic/harkness/bennys-window-tinting-1000002789395-listing.html,0400 408 768,,,,Harkness,VIC,3337,Harkness VIC 3337,No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Peninsula Tint & Paint Protection,https://www.yellowpages.com.au/vic/mornington/peninsula-tint-paint-protection-1000002859550-listing.html,(03) 5909 8558,,,16 Carbine Way,Mornington,VIC,3931.0,"16 Carbine Way, Mornington VIC 3931",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,The Tint Chap,https://www.yellowpages.com.au/vic/gisborne/the-tint-chap-1000002940096-listing.html,0412 291 566,,,37 The Boulevard,Gisborne,VIC,3437.0,"37 The Boulevard, Gisborne VIC 3437",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Shades of Glass Window Tinting,https://www.yellowpages.com.au/vic/pakenham/shades-of-glass-window-tinting-12610068-listing.html,0400 030 405,,,,Pakenham,VIC,3810,Pakenham VIC 3810,No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Insulfilm,https://www.yellowpages.com.au/vic/rosebud/insulfilm-12686695-listing.html,0414 727 868,,,,Rosebud,VIC,3000,Rosebud VIC 3000,No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Most Wanted Window Tinting,https://www.yellowpages.com.au/vic/sebastopol/most-wanted-window-tinting-14635285-listing.html,0404 267 946,,,1 St George Ct,Sebastopol,VIC,3356.0,"1 St George Ct, Sebastopol VIC 3356",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Tint King Ballarat,https://www.yellowpages.com.au/vic/sebastopol/tint-king-ballarat-14407342-listing.html,(03) 5335 5745,,,11 Gray,Sebastopol,VIC,3356.0,"11 Gray, Sebastopol VIC 3356",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Clear Choice Window Films,https://www.yellowpages.com.au/vic/wendouree/clear-choice-window-films-1000002838617-listing.html,0429 357 186,,,9 Goderic St,Wendouree,VIC,3355.0,"9 Goderic St, Wendouree VIC 3355",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Paradise Tinting,https://www.yellowpages.com.au/vic/flora-hill/paradise-tinting-13754497-listing.html,(03) 5444 0844,,,7 Osborne St,Flora Hill,VIC,3550.0,"7 Osborne St, Flora Hill VIC 3550",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Tint NV,https://www.yellowpages.com.au/vic/bendigo/tint-nv-14568164-listing.html,(03) 5442 4784,,,78A Garsed St,Bendigo,VIC,3550.0,"78A Garsed St, Bendigo VIC 3550",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Bendigo Home Tinting,https://www.yellowpages.com.au/vic/golden-square/bendigo-home-tinting-1000002902749-listing.html,0417 228 713,,,,Golden Square,VIC,3555,Golden Square VIC 3555,No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Maryborough Window Tinting,https://www.yellowpages.com.au/vic/maryborough/maryborough-window-tinting-15253554-listing.html,(03) 5461 3233,,,,Maryborough,VIC,3465,Maryborough VIC 3465,No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Windows Plus Tinting,https://www.yellowpages.com.au/vic/shepparton/windows-plus-tinting-12949460-listing.html,(03) 5831 1622,,,PO Box 7331,Shepparton,VIC,3630.0,"PO Box 7331, Shepparton VIC 3630",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,MWF Window Tinting,https://www.yellowpages.com.au/vic/kyabram/mwf-window-tinting-15744784-listing.html,(03) 5853 1555,,,365-367 Allan St,Kyabram,VIC,3620.0,"365-367 Allan St, Kyabram VIC 3620",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Westcoast Tinting,https://www.yellowpages.com.au/vic/sale/westcoast-tinting-1000000740818-listing.html,(03) 5143 0986,,,114 York Street,Sale,VIC,3850.0,"114 York Street, Sale VIC 3850",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Stickemon Signs,https://www.yellowpages.com.au/vic/yarrawonga/stickemon-signs-12296536-listing.html,0438 442 437,,,Benalla Rd,Yarrawonga,VIC,3730.0,"Benalla Rd, Yarrawonga VIC 3730",No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,A UV Window Coatings,https://www.yellowpages.com.au/sup/a-uv-window-coatings-11923611-listing.html,1300 137 036,,,,,,,No location found,No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Audio FX Car Sound & Security,https://www.yellowpages.com.au/sup/audio-fx-car-sound-security-12510777-listing.html,1300 557 556,,,,,,,No location found,No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Solartint,https://www.yellowpages.com.au/sup/solartint-13127544-listing.html,1300 657 117,,,,,,,No location found,No information available,No information available
Hospital Equipment and Furniture Services,Café Manager,Sunwise Glass Tinting,https://www.yellowpages.com.au/vic/irymple/sunwise-glass-tinting-13683986-listing.html,0400 261 640,,,,Irymple,VIC,3498,Irymple VIC 3498,"ABN
73 496 690 738",No information available
Hospital Equipment and Furniture Services,Café Manager,D.A. Beretta Pty Ltd,https://www.yellowpages.com.au/vic/moolap/da-beretta-pty-ltd-12904565-listing.html,(03) 5248 3065,chrisberetta@jc.com.au,https://beretta.com.au,47 Albert St,Moolap,VIC,3224.0,"47 Albert St, Moolap VIC 3224","About D.A. Beretta Pty Ltd
AT A GLANCE
Backflow Prevention Device Testing
Pipeline Boring
Plumbing - Gasfitting
Sewer Services
Complex Gas Instalations
D.A. Beretta Pty Ltd is a Geelong Based, family owned and operated company.
Established in 1962 as a primarily a Plumbing Gas fitting & Mechanical Services business.
D.A. Beretta Pty Ltd is a locally owned company that has been providing Plumbing Services throughout Victoria for over 50 years.
These services include:
Domestic Plumbing
Commercial and Industrial Plumbing
Domestic and Commercial Roofing
Mechanical Services Commercial and Industrial Type A Gasfitting
Backflow Prevention Device Installation and Testing
Horizontal Pipeline Bed Boring
Horizontal Directional Pipeline Boring
Pneumatic Mole Boring
Hydro Excavations
Excavation and Trenching
Electronic Utility and Pipeline Locating
Electronic Leak Detection services
TIG and Arc welding for process pipelines
Customised Project management
Confined Space Entry/ Live Sewer Main Branch Cut In
Fire Service Installation And Alterations
Our priority is to deliver efficient, safe, quality services with minimal waste and environmental impact. Please contact us to discuss your requirements, as we may be able to tailor a unique service specifically for your needs. We know from experience that all projects are unique and can require a wide range of service options.
At D.A. Beretta Pty Ltd we embrace the latest technological advances in equipment and machinery. Providing specialised equipment and highly trained staff with an excellent safety record sets us apart and allows us to provide a premium service. Our company adheres to all requirements for association memberships and certifications. Every member of the team has professional certification, engages in ongoing professional development and shares our commitment to quality and safety. We specilise in providing cutting-edge equipment and machinery.
PDF
PDF
Aquamax
Aquamax
PDF - 0.9mb
PDF
PDF
Rheem
Rheem
PDF - 3.6mb
Staff
1-10
Established
1960","Features
Family Owned, Inspections, Mobile Service, On-Site Services, Quotes
Offering
Agricultural, Commercial, Gas, Industrial, Marine, Residential
Catering To
Driveways, Quarrying, Roads, Sewerage, Water
Services
Artesian Wells, Caissons, Explorations, Samples, Tunnelling, Underground Work
Keywords
ethical services, drilling, environmentally sound service, quality, professional, locally owned company, boring, reliable, plumbing services Victoria, geelong plumbing services, unique service, environmental impact plumbing, hydro excavation services, top-quality tools, directional drilling, safe, dedicated experts, extensive experience"
